,VehicleId,PolicyActivityId,PolicyNumber,VinMasterId,Vin,Manufacturer,Model,ModelYear,SeatingCapacity,VehicleTypeCode,VehicleSlno,VehicleEffectiveDate,VehicleExpirationDate,RegistrationState,RegPlateNo,BumperDiscountInd,DamagiabilityInd,DrlInd,EngineType,UnrepairedDamageInd,CarpoolInd,NewVehicleInd,NonOwnedVehicleInd,PrincOperInd,TractionCtrlInd,PhysicalDamageInd,VehicleLength,MaxSpeed,OrigCost,MedallionNo,VehiclePerformance,FullGlassProtection,GvwCode,Odometer,VehicleAge,VehicleActivityCode,OldVehicleId,VehicleVersion,AnnualMilage,PrimaryDriver,SecondaryDriver,IsActive,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate,EncryptedVin,VehicleActualCost,InspectionDate,InspectionStatus,VehicleCondition,InspectionDueDate,DocumentReceivedDate,InspectionRequired,InspectionNumber,CertificateHolderCity
0,65,Q0000050,,,XXXXXXXXXXX199419,26.0,,2015.0,8.0,,1.0,2021-04-15,2022-04-15,43.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,6.0,NEW,,,,,,True,Administrator,2021-04-16 07:16:04.800,Administrator,2021-04-16 07:16:52.140,ADsi5zZ3ky9yGUI/J3JWaAIAAAB2rG+kclWabwYfv6Uv05V+prrBmWlWiOUjGAfAPE/LScQNuWCcBhmjYhYkXi9IINI=,0.0,,,,1900-01-01,1900-01-01,True,,
1,72,Q0000052,,,XXXXXXXXXXX134489,11.0,,2008.0,7.0,,1.0,2021-03-04,2022-03-04,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,13.0,ADD,,,,,,True,Administrator,2021-04-17 01:03:14.347,Administrator,2021-04-18 07:57:41.110,ADsi5zZ3ky9yGUI/J3JWaAIAAADkRaav3zPkfvYynKZT55uFiTXgG7ta8kAqU2AZZNSvwaL0dmoXv5X5izcpFjU851o=,0.0,,,,1900-01-01,1900-01-01,True,,
2,73,Q0000056,,,XXXXXXXXXXXA56069,27.0,,2005.0,5.0,,1.0,2021-03-03,2022-03-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,16.0,ADD,,,,,,True,Administrator,2021-04-17 01:27:41.970,Administrator,2021-04-17 01:35:08.677,ADsi5zZ3ky9yGUI/J3JWaAIAAACuELkO52YiujwQNnlvW0tFQIQSj8qsE3Uqqftow+uAhCrpNydTjT9J1fSEGgukH88=,0.0,,,,1900-01-01,1900-01-01,True,,
3,76,Q0000060,,,XXXXXXXXXXX661686,47.0,,2006.0,7.0,,1.0,2021-02-26,2022-02-26,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,15.0,ADD,,,,,,True,Administrator,2021-04-17 02:01:11.577,Administrator,2021-04-17 02:07:04.110,ADsi5zZ3ky9yGUI/J3JWaAIAAADT6apjAonUvZeLg2G0DhsUI/RoCGZJfeOL6Ri6vnxk8OxOLOWuw6gCoS2S0i5xMDQ=,0.0,,,,1900-01-01,1900-01-01,True,,
4,77,Q0000060,,,XXXXXXXXXXX263469,11.0,,2005.0,7.0,,2.0,2021-02-26,2022-02-26,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,16.0,ADD,,,,,,True,Administrator,2021-04-17 02:01:11.577,Administrator,2021-04-17 02:07:04.110,ADsi5zZ3ky9yGUI/J3JWaAIAAACpcacxbiwpovCUa6X/OA7BOZx8URArxH/Ir4Mt0E1b0SvmECth86EqZiuvk9XY/RQ=,0.0,,,,1900-01-01,1900-01-01,True,,
5,78,Q0000060,,,XXXXXXXXXXX250753,47.0,,2003.0,7.0,,3.0,2021-02-26,2022-02-26,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,18.0,ADD,,,,,,True,Administrator,2021-04-17 02:01:11.577,Administrator,2021-04-17 02:07:04.110,ADsi5zZ3ky9yGUI/J3JWaAIAAADR5VP1hVH0nlp6qGlI1S6JVJbUoi1MBgOcqdJkILO0ELYaulfc6mgFYS5H0ZVbqqU=,0.0,,,,1900-01-01,1900-01-01,True,,
6,88,Q0000062,,,XXXXXXXXXXX364350,11.0,,2017.0,5.0,,1.0,2021-02-26,2022-02-26,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,4.0,ADD,,,,,,True,Administrator,2021-04-17 02:20:13.513,RSHUKLA,2021-11-11 12:55:28.617,ADsi5zZ3ky9yGUI/J3JWaAIAAAC/G32LPwGu0qJEiF7UkPttoobSh3bmZhpmw8H8u1E2VlYx/19+swlI+3EV4C1NXDA=,0.0,,,,1900-01-01,1900-01-01,True,,
7,89,Q0000062,,,XXXXXXXXXXX355150,11.0,,2017.0,5.0,,2.0,2021-02-26,2022-02-26,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,4.0,ADD,,,,,,True,Administrator,2021-04-17 02:20:13.513,RSHUKLA,2021-11-11 12:55:28.617,ADsi5zZ3ky9yGUI/J3JWaAIAAABG7hCyKlYScM90iGVP3F+pnUNzn2ZFXOnFiHGS8EbrzzCyB54EFBFpMUj1BjdyFjw=,0.0,,,,1900-01-01,1900-01-01,True,,
8,90,Q0000054,,,XXXXXXXXXXX220351,26.0,84.0,2012.0,5.0,,1.0,2021-04-03,2021-04-06,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,9.0,DEL,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAACjNQ6qP0idjHxVDek2A1qwtOtIDG2uRBnSGqyeIxa42topDmmNjLP4s0siaUtVdYM=,0.0,,,,1900-01-01,1900-01-01,True,,
9,91,Q0000054,,,XXXXXXXXXXX153142,26.0,84.0,2013.0,5.0,,2.0,2021-04-03,2021-04-06,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,,DEL,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAAA4dpyvsRGw7J1wbQLkSRGmooTTDbD25at7+CBdeUpBP4aS1XsbP28JGG3JKykUeU4=,0.0,,,,1900-01-01,1900-01-01,True,,
10,92,Q0000054,,,XXXXXXXXXXX190809,26.0,84.0,2012.0,5.0,,3.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,9.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAABKb6h1mV3Ay0jtiaSwfrwP/ptxN807v39iF1XnlzHxs7F7kgWQjbraNJwkom8INdo=,0.0,,,,1900-01-01,1900-01-01,True,,
11,93,Q0000054,,,XXXXXXXXXXX130808,26.0,84.0,2012.0,5.0,,4.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,9.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAACPSDsttA1tLSw+wa+oftnxEIxipNrd518le6IRmEJMbh1U2/2lMm8tDh+krE0G9AA=,0.0,,,,1900-01-01,1900-01-01,True,,
12,94,Q0000054,,,XXXXXXXXXXX115084,26.0,84.0,2013.0,5.0,,5.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,8.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAABPiaaxJveETr787oGaPUmSI8CAr/DnzOc8psQlxJftmpasvsOVz6QQ2Cb41L8Qb2Q=,0.0,,,,1900-01-01,1900-01-01,True,,
13,95,Q0000054,,,XXXXXXXXXXX188549,26.0,84.0,2013.0,5.0,,6.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,8.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAACFRhDFsCLiBEnHtyq1YZibzMIAdfxyAa+3468YHBr4MNvyYEzoHDhkM2wrvyyXg1E=,0.0,,,,1900-01-01,1900-01-01,True,,
14,96,Q0000054,,,XXXXXXXXXXX166730,26.0,84.0,2013.0,5.0,,7.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,8.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAAC4fBOwEjJE6IFVUH2o6o+cVXtpFNeCbWouI7AQg28Q1dE/QZU0V9v+F6oovx4JioU=,0.0,,,,1900-01-01,1900-01-01,True,,
15,97,Q0000054,,,XXXXXXXXXXX144987,26.0,84.0,2013.0,5.0,,8.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,8.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAAAXyGwg+jEnhghYuLZ4dGLUFpFpJ6SvH5H7BeqQ9ykQdVRzO2DH8RcIDPSNMOaiWq4=,0.0,,,,1900-01-01,1900-01-01,True,,
16,98,Q0000054,,,XXXXXXXXXXX166136,26.0,84.0,2013.0,5.0,,9.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,8.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAADn6QC4mnacbOG9CrYCAcMPNL8HPCYINI4ZRfgMAgajbU3EtXVcrDtZo0dP5Qv4upM=,0.0,,,,1900-01-01,1900-01-01,True,,
17,99,Q0000054,,,XXXXXXXXXXX251019,26.0,84.0,2013.0,5.0,,10.0,2021-04-03,2022-04-03,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,8.0,EDIT,,,,,,True,Administrator,2021-04-17 03:24:31.420,Administrator,2021-04-22 02:42:26.050,ADsi5zZ3ky9yGUI/J3JWaAIAAADRxmyxcMURWY+I6jRhI/yFpQ/cvNJYA3xhRWxzS/A+eUfZ1c8Qs83ouBila29UdMs=,0.0,,,,1900-01-01,1900-01-01,True,,
18,100,Q0000065,,,XXXXXXXXXXX431798,30.0,,2014.0,7.0,,1.0,2020-10-23,2021-10-23,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,6.0,ADD,,,,,,True,Administrator,2021-04-17 02:42:52.087,Administrator,2021-04-17 02:50:13.000,ADsi5zZ3ky9yGUI/J3JWaAIAAABCHSYa8YOF9fD+IHa0SQuocy4lY18iaQfEL0muMEdPgOMV8w+k7Tjnx07slZ2tcNc=,0.0,,,,1900-01-01,1900-01-01,True,,
19,101,Q0000066,,,XXXXXXXXXXX598992,30.0,157.0,2015.0,0.0,,1.0,2021-04-10,2022-04-10,43.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,6.0,ADD,,,,,,True,Administrator,2021-04-17 02:50:34.040,Administrator,2021-04-17 02:56:10.857,ADsi5zZ3ky9yGUI/J3JWaAIAAACRRLJL0M7IozuwY1hrpqaO4gmv5wjIlTxlUx2VLMoEEf3/yp6Q2qwHYXCuCbOW/Ao=,0.0,,,,1900-01-01,1900-01-01,True,,
20,102,Q0000067,,,XXXXXXXXXXX842657,11.0,,2017.0,7.0,,1.0,2020-09-24,2021-09-24,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,3.0,ADD,,,,,,True,Administrator,2021-04-17 03:09:39.690,Administrator,2021-04-17 03:15:15.150,ADsi5zZ3ky9yGUI/J3JWaAIAAAAcAqIfLkQRfx9amPO/AvzBl3jVUVXWlk1FK2CMB+DQu8OvR32NCshFunOWPZf2D2Y=,0.0,,,,1900-01-01,1900-01-01,True,,
21,103,Q0000067,,,XXXXXXXXXXX758438,11.0,,2016.0,8.0,,2.0,2020-09-24,2021-09-24,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,4.0,ADD,,,,,,True,Administrator,2021-04-17 03:09:39.690,Administrator,2021-04-17 03:15:15.150,ADsi5zZ3ky9yGUI/J3JWaAIAAACW3SBtJAdeSHVjhNrpkVFtFEDpHqZvwh31CiwiyzuRoGSbEBf/+W97AuRwte3cMp4=,0.0,,,,1900-01-01,1900-01-01,True,,
22,104,Q0000071,,,XXXXXXXXXXX794739,30.0,,2011.0,7.0,,1.0,2020-08-06,2021-08-06,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,9.0,ADD,,,,,,True,Administrator,2021-04-17 05:22:58.157,Administrator,2021-04-21 06:21:45.560,ADsi5zZ3ky9yGUI/J3JWaAIAAAAn0SrGdXZ7H9MLp7KzBgtlSMh/Ddd4HpXJyaJSFbrGI0mI/F8GwoEKeXWqhpNG7BU=,0.0,,,,1900-01-01,1900-01-01,True,,
23,105,Q0000071,,,XXXXXXXXXXX130829,30.0,157.0,2008.0,7.0,,2.0,2020-08-06,2021-08-06,9.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,1.0,,13.0,ADD,,,,,,True,Administrator,2021-04-17 05:22:58.157,Administrator,2021-04-21 06:21:45.560,ADsi5zZ3ky9yGUI/J3JWaAIAAADy2f49SXvzxcLyZYzuKVcupBnTR/U+OeFUmL9pysbzoF8WR+FlBruRCKhJnI5wkGc=,0.0,,,,1900-01-01,1900-01-01,True,,
24,122,Q0000077,,,XXXXXXXXXXX124567,11.0,,2003.0,5.0,,1.0,2020-08-04,2021-08-04,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,17.0,ADD,,,,,,True,Administrator,2021-04-17 05:36:04.457,Administrator,2021-04-17 05:37:09.917,ADsi5zZ3ky9yGUI/J3JWaAIAAADT5lHD+6RIg3ikrBrkAXrNNw6tbEOP9c8KmJrEoheY04M5iK1+5/YS6HD0tg6rwyQ=,0.0,,,,1900-01-01,1900-01-01,True,,
25,128,Q0000076,,,XXXXXXXXXXXA06980,27.0,,2010.0,2.0,,1.0,2020-09-27,2021-09-27,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,10.0,ADD,,,,,,True,Administrator,2021-04-17 06:12:11.557,Administrator,2021-04-17 06:15:18.200,ADsi5zZ3ky9yGUI/J3JWaAIAAABj5RCpzgCIzvBpPbHgEfo+2heypK00llrx3yNDHIqQrPvDu3GbM8Jydxmsvc7f7aU=,0.0,,,,1900-01-01,1900-01-01,True,,
26,130,Q0000080,,,XXXXXXXXXXXA38778,27.0,,2014.0,2.0,,1.0,2020-10-05,2021-10-05,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,6.0,NEW,,,,,,True,Administrator,2021-04-17 05:54:27.570,Administrator,2021-04-17 05:58:28.063,ADsi5zZ3ky9yGUI/J3JWaAIAAADt/+ybnTttoE1mU0QmB1y1DyQe0q7MkGFTVt9oPlzKr9c3Z7FWr0Lv9fjKN9Bah/A=,0.0,,,,1900-01-01,1900-01-01,True,,
27,131,Q0000080,,,XXXXXXXXXXXA38043,27.0,,2018.0,5.0,,2.0,2020-10-05,2021-10-05,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,2.0,NEW,,,,,,True,Administrator,2021-04-17 05:54:27.593,Administrator,2021-04-17 05:58:28.063,ADsi5zZ3ky9yGUI/J3JWaAIAAACvS+rLfk7TwVyswHYO0Hzm0WwkQHTpl/47SpmDsZJ2R0I1nCV0xHMkkH7WWHkxYZ0=,0.0,,,,1900-01-01,1900-01-01,True,,
28,132,Q0000080,,,XXXXXXXXXXXA38779,27.0,,2014.0,2.0,,3.0,2020-10-05,2021-10-05,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,6.0,NEW,,,,,,True,Administrator,2021-04-17 05:54:27.597,Administrator,2021-04-17 05:58:28.063,ADsi5zZ3ky9yGUI/J3JWaAIAAAAmD2w3GclFH//CpWGJUTDwXWFHDgA6sdk03J6POOFkHZleIOmPypFkmzrUQCIrG9M=,0.0,,,,1900-01-01,1900-01-01,True,,
29,133,Q0000080,,,XXXXXXXXXXXA81163,27.0,123.0,2018.0,5.0,,4.0,2020-10-05,2021-10-05,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,3.0,NEW,,,,,,True,Administrator,2021-04-17 05:54:27.597,Administrator,2021-04-17 05:58:28.063,ADsi5zZ3ky9yGUI/J3JWaAIAAAA1xOnDLf+2i5DGlD8INNj3dPLK/B7NKuZxWjG5vpr1ehOvk/yV0GDbCPPI/i7vhtE=,0.0,,,,1900-01-01,1900-01-01,True,,
30,134,Q0000080,,,XXXXXXXXXXXA27995,27.0,,2018.0,5.0,,5.0,2020-10-05,2021-10-05,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,2.0,NEW,,,,,,True,Administrator,2021-04-17 05:54:27.597,Administrator,2021-04-17 05:58:28.063,ADsi5zZ3ky9yGUI/J3JWaAIAAACx1SVTyX5gnP0RI23epWWuLYW7NivUIT1Z4Fcbuaz+N9b768SfrSqUjN5QiYHA4Vc=,0.0,,,,1900-01-01,1900-01-01,True,,
31,135,Q0000082,,,XXXXXXXXXXX566642,26.0,,2015.0,8.0,,1.0,2020-06-01,2021-06-01,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,5.0,ADD,,,,,,True,Administrator,2021-04-17 06:23:13.120,Administrator,2021-04-17 06:24:13.990,ADsi5zZ3ky9yGUI/J3JWaAIAAAAEDfbYtFu3tXXr/iK1Lpay+ue/2PBtbBg9Cb45qK35RjUJiRSxafR5gwMhPdlSdBc=,0.0,,,,1900-01-01,1900-01-01,True,,
32,136,Q0000085,,,XXXXXXXXXXX798958,30.0,,2019.0,7.0,,1.0,2021-01-15,2022-01-15,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,2.0,ADD,,,,,,True,Administrator,2021-04-17 06:45:54.237,Administrator,2021-04-19 08:05:34.983,ADsi5zZ3ky9yGUI/J3JWaAIAAAC5jkNj8n/F3aLE2dmUY24Fct2S6nUzVFUunSbIrf02qIWYQhPFrBv+/JZHcb8StVA=,0.0,,,,1900-01-01,1900-01-01,True,,
33,137,Q0000078,,,XXXXXXXXXXX163760,31.0,,2019.0,5.0,,1.0,2021-04-08,2022-04-08,10.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,2.0,ADD,,,,,,True,Administrator,2021-04-17 06:52:19.850,Administrator,2021-04-19 07:51:29.750,ADsi5zZ3ky9yGUI/J3JWaAIAAABeVBzacoasH3oxtYlkFODrZ/chEjoz9HlXK8fSjDUadWqIQOr0ew/i0mFkIWfLqTg=,0.0,,,,1900-01-01,1900-01-01,True,,
34,138,Q0000078,,,XXXXXXXXXXX571639,39.0,,2020.0,5.0,,2.0,2021-04-08,2022-04-08,10.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,1.0,ADD,,,,,,True,Administrator,2021-04-17 06:52:19.850,Administrator,2021-04-19 07:51:29.750,ADsi5zZ3ky9yGUI/J3JWaAIAAAD/hRtFbA6ERQFRpwNuEN8i5PLvSHefmfcq9eEgQZakxbxh0bu/7JhiTnThGbQnKBY=,0.0,,,,1900-01-01,1900-01-01,True,,
35,139,Q0000078,,,XXXXXXXXXXX366009,31.0,,2019.0,5.0,,3.0,2021-04-08,2022-04-08,10.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,2.0,ADD,,,,,,True,Administrator,2021-04-17 06:52:19.850,Administrator,2021-04-19 07:51:29.750,ADsi5zZ3ky9yGUI/J3JWaAIAAACTA67j7NtiCumA0MsrocqoH03Le1SQOyEWalz+HTXcbt5ekS1DE4BSipR2j776pKk=,0.0,,,,1900-01-01,1900-01-01,True,,
36,140,Q0000078,,,XXXXXXXXXXX295032,31.0,,2019.0,5.0,,4.0,2021-04-08,2022-04-08,10.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,2.0,ADD,,,,,,True,Administrator,2021-04-17 06:52:19.850,Administrator,2021-04-19 07:51:29.750,ADsi5zZ3ky9yGUI/J3JWaAIAAAAOxw/jn7lfsN+nevl720x9/MEApDsiipcB+w30V2zDB2Ej7412ULs4bZsEFMf7fsk=,0.0,,,,1900-01-01,1900-01-01,True,,
37,141,Q0000078,,,XXXXXXXXXXX413870,31.0,,2019.0,5.0,,5.0,2021-04-08,2022-04-08,10.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,2.0,ADD,,,,,,True,Administrator,2021-04-17 06:52:19.850,Administrator,2021-04-19 07:51:29.750,ADsi5zZ3ky9yGUI/J3JWaAIAAAD7BSpdqHGaMHyiw5YOK4uGJ8CHrYtWsNdThg74puvDaBF0KMfJN0/Lm71Or3uWv6o=,0.0,,,,1900-01-01,1900-01-01,True,,
38,143,Q0000091,,,XXXXXXXXXXX153088,47.0,285.0,2008.0,7.0,,1.0,2021-03-24,2022-03-24,43.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,13.0,ADD,,,,,,True,Administrator,2021-04-17 07:24:19.010,Administrator,2021-04-21 06:45:32.917,ADsi5zZ3ky9yGUI/J3JWaAIAAACO4do88vmSddJAR6XjxuUWKwKs51xd8Ds2TZIc4IZqcRk4s0/paBNuzFCsKa/OdqU=,0.0,,,,1900-01-01,1900-01-01,True,,
39,144,Q0000091,,,XXXXXXXXXXX132585,47.0,285.0,2008.0,0.0,,2.0,2021-03-24,2022-03-24,43.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,13.0,ADD,,,,,,True,Administrator,2021-04-17 07:24:19.010,Administrator,2021-04-21 06:45:32.917,ADsi5zZ3ky9yGUI/J3JWaAIAAABrCgn8iAxbL3lYvosiMySjFNPh6sGgnAVmSLtVQxPMK/jyAlqBpiSK6SnX0Dwmerk=,0.0,,,,1900-01-01,1900-01-01,True,,
40,145,Q0000090,,,XXXXXXXXXXX675873,47.0,,2008.0,7.0,,1.0,2020-09-22,2021-09-22,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,12.0,ADD,,,,,,True,Administrator,2021-04-17 07:45:35.977,Administrator,2021-04-17 07:57:41.880,ADsi5zZ3ky9yGUI/J3JWaAIAAADvICILGeZHW+cvU17NND+3mjioLm0ES+WS+Er5YKdecjIwRPs0LRrcj6QHqGQJ8Mg=,0.0,,,,1900-01-01,1900-01-01,True,,
41,147,Q0000095,,,XXXXXXXXXXX122414,53.0,,2004.0,6.0,,1.0,2021-03-18,2021-06-21,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,17.0,ADD,,,,,,True,Administrator,2021-04-17 07:48:18.860,RSHUKLA,2021-12-27 12:25:53.737,ADsi5zZ3ky9yGUI/J3JWaAIAAAB5nNOVnCKMMRmdoNsG77hnqFJB4yUJb/fW/sBx4PZZaAKb9S7inbX7Mt3UkV89YFk=,0.0,,,,1900-01-01,1900-01-01,True,,
42,148,Q0000095,,,XXXXXXXXXXX879740,11.0,,2009.0,5.0,,2.0,2021-03-18,2022-03-18,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,12.0,ADD,,,,,,True,Administrator,2021-04-17 07:48:18.860,RSHUKLA,2021-12-27 12:25:53.737,ADsi5zZ3ky9yGUI/J3JWaAIAAACudwzUCJ81clQIqXRHXPivqpIxBkgOCd4e+q3OMngg6UoYHw21Re/r4gpqcxwYHkc=,0.0,,,,1900-01-01,1900-01-01,True,,
43,149,Q0000101,,,XXXXXXXXXXX323481,11.0,,2003.0,5.0,,1.0,2021-03-01,2022-03-01,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,18.0,ADD,,,,,,True,Administrator,2021-04-17 08:36:01.643,Administrator,2021-05-12 17:53:42.613,ADsi5zZ3ky9yGUI/J3JWaAIAAAApe093nfb033auaFd28wKymC7Vne3cNmnBKOp9P8xjWUrsIQqi3qvcbH+e20jk6gI=,0.0,,,,1900-01-01,1900-01-01,True,,
44,150,Q0000101,,,XXXXXXXXXXX014653,11.0,,2005.0,5.0,,2.0,2021-03-01,2022-03-01,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,16.0,ADD,,,,,,True,Administrator,2021-04-17 08:36:01.643,Administrator,2021-05-12 17:53:42.613,ADsi5zZ3ky9yGUI/J3JWaAIAAABrL/FIJ/5iDD6g3mkTW/XzQNSkmIu4DZSQ8ljMzdqeLD+6RTtBUnrLEEQ7GR8wXHI=,0.0,,,,1900-01-01,1900-01-01,True,,
45,158,Q0000105,,,XXXXXXXXXXX923905,11.0,,2004.0,5.0,,1.0,2021-01-13,2022-01-13,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,17.0,ADD,,,,,,True,Administrator,2021-04-17 08:58:06.580,Administrator,2021-07-12 11:34:08.550,ADsi5zZ3ky9yGUI/J3JWaAIAAABWXVqtOZyh3dyLIcrzWALJi0oOsQQ4lbQ8twrA7FOyWURAjHTOPDMAZ+LLJGXF8zk=,0.0,,,,1900-01-01,1900-01-01,True,,
46,160,Q0000109,,,XXXXXXXXXXX298427,47.0,,2016.0,7.0,,1.0,2021-02-08,2022-02-08,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,5.0,EDIT,,,,,,True,Administrator,2021-04-18 01:23:41.833,RSHUKLA,2021-12-26 12:47:11.620,ADsi5zZ3ky9yGUI/J3JWaAIAAACbJlaCfjMFzoJDBRLOf4G4bG+jkkX+lZJotFjk8r8iceSfrk59CCyEZbKhxOB1N1w=,0.0,,,,1900-01-01,1900-01-01,True,,
47,161,Q0000109,,,XXXXXXXXXXX549177,30.0,,2015.0,7.0,,2.0,2021-02-08,2022-02-08,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,6.0,EDIT,,,,,,True,Administrator,2021-04-18 01:23:41.833,RSHUKLA,2021-12-26 12:47:11.620,ADsi5zZ3ky9yGUI/J3JWaAIAAAD3pl4W5wlAZG12+qSFaVzsCtkFfUyRJhMryjItUDqtQvSNcSiyDlMPuFAPHfXLOxw=,0.0,,,,1900-01-01,1900-01-01,True,,
48,162,Q0000109,,,XXXXXXXXXXXA65842,27.0,,2012.0,5.0,,3.0,2021-02-08,2022-02-08,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,9.0,EDIT,,,,,,True,Administrator,2021-04-18 01:23:41.833,RSHUKLA,2021-12-26 12:47:11.620,ADsi5zZ3ky9yGUI/J3JWaAIAAADT3g04nDWS5ZujH4+kx3n+rWWLrGhpjW2j2bikeNbICtkjTyfJc9Ojr1CrjaIa7Sw=,0.0,,,,1900-01-01,1900-01-01,True,,
49,164,Q0000111,,,XXXXXXXXXXX425828,38.0,,2016.0,5.0,,1.0,2021-01-12,2021-05-05,42.0,,False,False,False,,False,False,False,False,False,False,False,,,,,,False,,,5.0,EDIT,,,,,,True,Administrator,2021-04-18 01:28:47.517,RSHUKLA,2021-05-28 13:25:20.870,ADsi5zZ3ky9yGUI/J3JWaAIAAABie5047u3lwB3u6X5jA3XPyU3qJgS2M8+Vw2yuPTb3UGCxJcz/TmOlcF/uOysH+lc=,0.0,,,,1900-01-01,1900-01-01,True,,
