,SId,PolicyActivityID,PolicyNumber,EffectiveDate,TransactionCode,EndorsementReason,EndorsementRemarks,ProcessDate,ProrateFactor,WrittenPremium,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate
1641,20220404000001496,Q0000553,21NJT00193,2022-04-04 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-04 00:00:00.000,0.490411,2137.2,INDIAOFFICE1,2022-04-04 13:20:23.987,INDIAOFFICE1,2022-04-04 13:20:23.987
1642,20220404000001500,Q0000638,21NJT00209,2022-04-04 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-04 00:00:00.000,0.643836,0.0,INDIAOFFICE1,2022-04-04 16:41:54.633,INDIAOFFICE1,2022-04-04 16:41:54.633
1643,20220405000001505,Q0000495,21NJT00102 ,2022-04-04 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-04 00:00:00.000,0.361644,-0.01,INDIAOFFICE,2022-04-05 10:37:13.977,INDIAOFFICE,2022-04-05 10:37:13.977
1644,20220405000001509,Q0000716,22NJT00226,2022-04-04 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-04 00:00:00.000,0.868493,0.0,INDIAOFFICE,2022-04-05 10:55:28.967,INDIAOFFICE,2022-04-05 10:55:28.967
1645,20220405000001515,Q0000665,21AZT00065,2022-04-05 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-05 00:00:00.000,0.726027,-0.01,INDIAOFFICE,2022-04-05 11:15:26.590,INDIAOFFICE,2022-04-05 11:15:26.590
1646,20220406000001523,Q0000359,21NJT00153,2022-04-05 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-05 00:00:00.000,0.120548,0.0,INDIAOFFICE,2022-04-06 11:06:06.093,INDIAOFFICE,2022-04-06 11:06:06.093
1647,20220406000001531,Q0000528,21NJT00185,2022-04-05 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicles,2022-04-05 00:00:00.000,0.405479,3649.3,INDIAOFFICE,2022-04-06 11:16:44.000,INDIAOFFICE,2022-04-06 11:16:44.000
1648,20220406000001535,Q0000534,21NJT00187,2022-04-04 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2022-04-04 00:00:00.000,0.413699,0.0,INDIAOFFICE,2022-04-06 11:42:36.387,INDIAOFFICE,2022-04-06 11:42:36.387
1649,20220406000001539,Q0000638,21NJT00209,2022-04-06 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-06 00:00:00.000,0.638356,0.0,INDIAOFFICE,2022-04-06 12:01:46.387,INDIAOFFICE,2022-04-06 12:01:46.387
1650,20220406000001568,Q0000744,22NJN00232,2022-04-06 00:00:00,NBS,NBS,New Business,2022-04-06 00:00:00.000,1.0,8921.0,RSHUKLA,2022-04-06 13:54:47.240,RSHUKLA,2022-04-06 13:54:47.240
1651,20220406000001578,Q0000532,21NJT00186,2022-04-06 00:00:00,END,MULTIPLE ENDORSEMENT,Add vehicle,2022-04-06 00:00:00.000,0.40274,3544.1,INDIAOFFICE,2022-04-06 15:32:25.800,INDIAOFFICE,2022-04-06 15:32:25.800
1652,20220407000001585,Q0000534,21NJT00187,2022-03-28 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-03-28 00:00:00.000,0.432877,-0.01,RSHUKLA,2022-04-07 11:27:43.893,RSHUKLA,2022-04-07 11:27:43.893
1653,20220408000001630,Q0000647,21PAT00063,2022-04-06 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-06 00:00:00.000,0.690411,0.0,RSHUKLA,2022-04-08 15:19:17.043,RSHUKLA,2022-04-08 15:19:17.043
1654,20220408000001640,Q0000461,21PAT00170,2022-04-07 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-07 00:00:00.000,0.263014,0.0,RSHUKLA,2022-04-08 15:28:45.597,RSHUKLA,2022-04-08 15:28:45.597
1655,20220408000001646,Q0000461,21PAT00170,2022-04-07 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-07 00:00:00.000,0.263014,0.0,RSHUKLA,2022-04-08 16:02:06.943,RSHUKLA,2022-04-08 16:02:06.943
1656,20220408000001654,Q0000693,22NJN00221,2022-04-07 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-07 00:00:00.000,0.810959,-0.01,RSHUKLA,2022-04-08 16:26:06.083,RSHUKLA,2022-04-08 16:26:06.083
1657,20220408000001661,Q0000364,21NJT00085,2022-04-08 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-08 00:00:00.000,0.117808,0.01,RSHUKLA,2022-04-08 17:20:48.420,RSHUKLA,2022-04-08 17:20:48.420
1658,20220408000001668,Q0000510,21NJN00182,2022-04-11 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-11 00:00:00.000,0.353425,2155.87,RSHUKLA,2022-04-08 17:35:59.850,RSHUKLA,2022-04-08 17:35:59.850
1659,20220411000001680,Q0000638,21NJT00209,2022-04-11 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-11 00:00:00.000,0.624658,-0.01,INDIAOFFICE1,2022-04-11 11:21:42.283,INDIAOFFICE1,2022-04-11 11:21:42.283
1660,20220411000001683,Q0000461,21PAT00170,2022-04-08 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-08 00:00:00.000,0.260274,0.0,INDIAOFFICE1,2022-04-11 11:45:59.303,INDIAOFFICE1,2022-04-11 11:45:59.303
1661,20220411000001687,Q0000528,21NJT00185,2022-04-07 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2022-04-07 00:00:00.000,0.4,0.0,INDIAOFFICE1,2022-04-11 12:44:44.643,INDIAOFFICE1,2022-04-11 12:44:44.643
1662,20220411000001691,Q0000560,21NJT00195,2022-04-07 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-07 00:00:00.000,0.482192,0.0,INDIAOFFICE1,2022-04-11 13:05:36.590,INDIAOFFICE1,2022-04-11 13:05:36.590
1663,20220411000001704,Q0000749,22VAN00081,2022-04-14 00:00:00,NBS,NBS,New Business,2022-04-11 00:00:00.000,1.0,9423.38,RSHUKLA,2022-04-11 14:30:10.383,RSHUKLA,2022-04-11 14:30:10.383
1664,20220411000001721,Q0000606,21NJT00208,2022-04-11 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-11 00:00:00.000,0.60274,0.0,INDIAOFFICE1,2022-04-11 16:53:52.130,INDIAOFFICE1,2022-04-11 16:53:52.130
1665,20220411000001724,Q0000450,21NJT00167,2022-04-07 00:00:00,CAN,Insureds Request Plates Surrendered/Destroyed,,2022-04-07 00:00:00.000,0.775342,-3729.31,RSHUKLA,2022-04-11 17:29:47.343,RSHUKLA,2022-04-11 17:29:47.343
1666,20220413000001734,Q0000750,22NJN00233,2022-04-15 00:00:00,NBS,NBS,New Business,2022-04-13 00:00:00.000,1.0,7656.13,RSHUKLA,2022-04-13 10:08:20.660,RSHUKLA,2022-04-13 10:08:20.660
1667,20220413000001741,Q0000534,21NJT00187,2022-04-12 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-12 00:00:00.000,0.391781,0.0,INDIAOFFICE1,2022-04-13 10:41:46.707,INDIAOFFICE1,2022-04-13 10:41:46.707
1668,20220414000001819,Q0000606,21NJT00208,2022-04-14 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-14 00:00:00.000,0.594521,0.0,INDIAOFFICE1,2022-04-14 14:59:57.560,INDIAOFFICE1,2022-04-14 14:59:57.560
1669,20220414000001933,Q0000747,22NJN00234,2022-04-07 00:00:00,NBS,NBS,New Business,2022-04-14 00:00:00.000,1.0,202515.36,KFORTE,2022-04-14 16:43:02.147,KFORTE,2022-04-14 16:43:02.147
1670,20220414000001935,Q0000534,21NJT00187,2022-04-14 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-14 00:00:00.000,0.386301,0.0,INDIAOFFICE1,2022-04-15 10:36:38.597,INDIAOFFICE1,2022-04-15 10:36:38.597
1671,20220415000001958,Q0000665,21AZT00065,2022-04-13 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2022-04-13 00:00:00.000,0.70411,-5583.14,RSHUKLA,2022-04-15 17:07:30.520,RSHUKLA,2022-04-15 17:07:30.520
1672,20220418000002000,Q0000534,21NJT00187,2022-04-15 00:00:00,END,MULTIPLE ENDORSEMENT,Replace vehicle,2022-04-15 00:00:00.000,0.383562,0.0,INDIAOFFICE,2022-04-18 10:30:11.633,INDIAOFFICE,2022-04-18 10:30:11.633
1673,20220418000002005,Q0000665,21AZT00065,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-18 00:00:00.000,0.690411,0.0,INDIAOFFICE,2022-04-18 12:26:03.300,INDIAOFFICE,2022-04-18 12:26:03.300
1674,20220418000002021,Q0000638,21NJT00209,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicles,2022-04-18 00:00:00.000,0.605479,32329.2,INDIAOFFICE,2022-04-18 14:04:43.243,INDIAOFFICE,2022-04-18 14:04:43.243
1675,20220418000002022,Q0000747,22NJN00234,2022-04-07 00:00:00,CAN,,,2022-04-07 00:00:00.000,0.0,-202515.36,Administrator,2022-04-18 14:28:08.713,Administrator,2022-04-18 14:28:08.713
1676,20220418000002043,Q0000755,22NJN00234,2022-04-07 00:00:00,NBS,NBS,New Business,2022-04-18 00:00:00.000,1.0,202515.36,Administrator,2022-04-18 14:30:30.967,Administrator,2022-04-18 14:30:30.967
1677,20220418000002067,Q0000751,22ORT00082,2022-04-14 00:00:00,NBS,NBS,New Business,2022-04-18 00:00:00.000,1.0,14758.08,RSHUKLA,2022-04-18 15:42:23.963,RSHUKLA,2022-04-18 15:42:23.963
1678,20220418000002083,Q0000754,22NJN00235,2022-04-15 00:00:00,NBS,NBS,New Business,2022-04-18 00:00:00.000,1.0,72293.48,RSHUKLA,2022-04-18 15:44:21.027,RSHUKLA,2022-04-18 15:44:21.027
1679,20220418000002090,Q0000638,21NJT00209,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2022-04-18 00:00:00.000,0.605479,0.0,INDIAOFFICE,2022-04-18 16:30:13.760,INDIAOFFICE,2022-04-18 16:30:13.760
1680,20220419000002094,Q0000510,21NJN00182,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2022-04-18 00:00:00.000,0.334247,-2038.89,INDIAOFFICE,2022-04-19 10:39:02.200,INDIAOFFICE,2022-04-19 10:39:02.200
1681,20220419000002102,Q0000469,21NJT00173,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-18 00:00:00.000,0.238356,1072.6,INDIAOFFICE,2022-04-19 10:46:36.607,INDIAOFFICE,2022-04-19 10:46:36.607
1682,20220419000002104,Q0000347,21NJT00084,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-18 00:00:00.000,0.087671,0.0,INDIAOFFICE1,2022-04-19 10:47:34.693,INDIAOFFICE1,2022-04-19 10:47:34.693
1683,20220419000002113,Q0000532,21NJT00186,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-18 00:00:00.000,0.369863,3254.8,INDIAOFFICE,2022-04-19 10:56:58.420,INDIAOFFICE,2022-04-19 10:56:58.420
1684,20220419000002124,Q0000384,21NJN00157,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-18 00:00:00.000,0.117808,907.13,INDIAOFFICE1,2022-04-19 11:11:29.250,INDIAOFFICE1,2022-04-19 11:11:29.250
1685,20220419000002129,Q0000647,21PAT00063,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-18 00:00:00.000,0.657534,0.0,INDIAOFFICE,2022-04-19 11:13:44.320,INDIAOFFICE,2022-04-19 11:13:44.320
1686,20220419000002133,Q0000544,21VAN00108,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-18 00:00:00.000,0.430137,0.0,INDIAOFFICE1,2022-04-19 11:33:19.397,INDIAOFFICE1,2022-04-19 11:33:19.397
1687,20220419000002138,Q0000755,22NJN00234,2022-04-07 00:00:00,END,MULTIPLE ENDORSEMENT,AMEND INSUREDS NAME,2022-04-07 00:00:00.000,1.0,0.0,KFORTE,2022-04-19 11:55:23.997,KFORTE,2022-04-19 11:55:23.997
1688,20220419000002142,Q0000643,21NJT00212,2022-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-19 00:00:00.000,0.616438,0.0,INDIAOFFICE1,2022-04-19 14:56:26.043,INDIAOFFICE1,2022-04-19 14:56:26.043
1689,20220419000002149,Q0000643,21NJT00212,2022-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-19 00:00:00.000,0.616438,0.0,INDIAOFFICE1,2022-04-19 15:08:11.353,INDIAOFFICE1,2022-04-19 15:08:11.353
1690,20220420000002153,Q0000534,21NJT00187,2022-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-19 00:00:00.000,0.372603,0.0,INDIAOFFICE,2022-04-20 10:27:15.820,INDIAOFFICE,2022-04-20 10:27:15.820
1691,20220420000002157,Q0000347,21NJT00084,2022-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-19 00:00:00.000,0.084932,0.0,INDIAOFFICE,2022-04-20 10:47:45.133,INDIAOFFICE,2022-04-20 10:47:45.133
1692,20220420000002167,Q0000384,21NJN00157,2022-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicles,2022-04-19 00:00:00.000,0.115068,2658.09,INDIAOFFICE,2022-04-20 11:11:53.370,INDIAOFFICE,2022-04-20 11:11:53.370
1693,20220420000002171,Q0000528,21NJT00185,2022-04-20 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2022-04-20 00:00:00.000,0.364384,-1639.73,INDIAOFFICE,2022-04-20 12:02:04.670,INDIAOFFICE,2022-04-20 12:02:04.670
1694,20220420000002175,Q0000359,21NJT00153,2022-04-20 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-20 00:00:00.000,0.079452,0.0,INDIAOFFICE,2022-04-20 12:12:26.960,INDIAOFFICE,2022-04-20 12:12:26.960
1695,20220420000002182,Q0000359,21NJT00153,2022-04-20 00:00:00,END,MULTIPLE ENDORSEMENT,Replace vehicle,2022-04-20 00:00:00.000,0.079452,0.0,INDIAOFFICE,2022-04-20 12:18:16.367,INDIAOFFICE,2022-04-20 12:18:16.367
1696,20220421000002186,Q0000534,21NJT00187,2022-04-20 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-20 00:00:00.000,0.369863,0.0,INDIAOFFICE,2022-04-21 11:31:41.857,INDIAOFFICE,2022-04-21 11:31:41.857
1697,20220421000002193,Q0000532,21NJT00186,2022-04-20 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-20 00:00:00.000,0.364384,3206.57,INDIAOFFICE,2022-04-21 11:37:28.993,INDIAOFFICE,2022-04-21 11:37:28.993
1698,20220421000002198,Q0000461,21PAT00170,2022-04-20 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-20 00:00:00.000,0.227397,0.0,INDIAOFFICE,2022-04-21 11:44:21.917,INDIAOFFICE,2022-04-21 11:44:21.917
1699,20220421000002203,Q0000461,21PAT00170,2022-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-19 00:00:00.000,0.230137,0.0,INDIAOFFICE,2022-04-21 11:58:08.210,INDIAOFFICE,2022-04-21 11:58:08.210
1700,20220421000002208,Q0000660,21CAN00211,2022-04-20 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-20 00:00:00.000,0.605479,0.0,INDIAOFFICE,2022-04-21 12:08:06.483,INDIAOFFICE,2022-04-21 12:08:06.483
1701,20220421000002215,Q0000528,21NJT00185,2022-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-21 00:00:00.000,0.361644,1627.4,INDIAOFFICE,2022-04-21 15:23:04.330,INDIAOFFICE,2022-04-21 15:23:04.330
1702,20220421000002222,Q0000645,21CAN00115,2022-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-21 00:00:00.000,0.621918,4384.51,INDIAOFFICE,2022-04-21 15:29:54.180,INDIAOFFICE,2022-04-21 15:29:54.180
1703,20220422000002228,Q0000682,22PAT00123 ,2022-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2022-04-21 00:00:00.000,0.750685,0.0,INDIAOFFICE,2022-04-22 11:28:58.223,INDIAOFFICE,2022-04-22 11:28:58.223
1704,20220422000002235,Q0000457,21NJL00093,2022-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-21 00:00:00.000,0.19726,0.0,INDIAOFFICE,2022-04-22 12:53:22.217,INDIAOFFICE,2022-04-22 12:53:22.217
1705,20220422000002240,Q0000638,21NJT00209,2022-04-19 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-19 00:00:00.000,0.60274,0.0,RSHUKLA,2022-04-22 16:02:56.007,RSHUKLA,2022-04-22 16:02:56.007
1706,20220425000002247,Q0000638,21NJT00209,2022-04-25 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-25 00:00:00.000,0.586301,3130.53,INDIAOFFICE1,2022-04-25 10:45:42.013,INDIAOFFICE1,2022-04-25 10:45:42.013
1707,20220425000002251,Q0000682,22PAT00123 ,2022-04-22 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-22 00:00:00.000,0.747945,0.0,INDIAOFFICE1,2022-04-25 10:47:43.297,INDIAOFFICE1,2022-04-25 10:47:43.297
1708,20220425000002256,Q0000547,21NJT00109,2022-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-21 00:00:00.000,0.427397,0.0,INDIAOFFICE1,2022-04-25 10:59:37.047,INDIAOFFICE1,2022-04-25 10:59:37.047
1709,20220425000002261,Q0000682,22PAT00123 ,2022-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-21 00:00:00.000,0.750685,0.0,INDIAOFFICE1,2022-04-25 11:11:08.113,INDIAOFFICE1,2022-04-25 11:11:08.113
1710,20220425000002268,Q0000665,21AZT00065,2022-04-25 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-25 00:00:00.000,0.671233,0.0,INDIAOFFICE1,2022-04-25 11:14:46.700,INDIAOFFICE1,2022-04-25 11:14:46.700
1711,20220425000002272,Q0000560,21NJT00195,2022-04-22 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-22 00:00:00.000,0.441096,0.0,INDIAOFFICE1,2022-04-25 11:24:17.627,INDIAOFFICE1,2022-04-25 11:24:17.627
1712,20220425000002300,Q0000660,21CAN00211,2022-04-22 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-22 00:00:00.000,0.6,0.0,INDIAOFFICE,2022-04-25 15:56:42.630,INDIAOFFICE,2022-04-25 15:56:42.630
1713,20220425000002304,Q0000638,21NJT00209,2022-04-25 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-25 00:00:00.000,0.586301,0.0,INDIAOFFICE,2022-04-25 16:53:02.397,INDIAOFFICE,2022-04-25 16:53:02.397
1714,20220426000002308,Q0000359,21NJT00153,2022-04-25 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-25 00:00:00.000,0.065753,0.0,INDIAOFFICE1,2022-04-26 10:24:36.963,INDIAOFFICE1,2022-04-26 10:24:36.963
1715,20220426000002312,Q0000507,21NJN000216,2022-04-18 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2022-04-18 00:00:00.000,0.013699,-130.14,INDIAOFFICE1,2022-04-26 11:24:27.030,INDIAOFFICE1,2022-04-26 11:24:27.030
1716,20220426000002357,Q0000757,22NJN00236,2022-04-22 00:00:00,NBS,NBS,New Business,2022-04-26 00:00:00.000,1.0,65607.92,RSHUKLA,2022-04-26 14:17:18.113,RSHUKLA,2022-04-26 14:17:18.113
1717,20220426000002364,Q0000660,21CAN00211,2022-04-22 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2022-04-22 00:00:00.000,0.6,-3954.32,INDIAOFFICE,2022-04-26 14:55:35.813,INDIAOFFICE,2022-04-26 14:55:35.813
1718,20220427000002372,Q0000660,21CAN00211,2022-04-26 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicles,2022-04-26 00:00:00.000,0.589041,7764.18,INDIAOFFICE1,2022-04-27 11:11:01.930,INDIAOFFICE1,2022-04-27 11:11:01.930
1719,20220427000002377,Q0000384,21NJN00157,2022-04-26 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2022-04-26 00:00:00.000,0.09589,0.0,INDIAOFFICE,2022-04-27 11:27:13.390,INDIAOFFICE,2022-04-27 11:27:13.390
1720,20220427000002380,Q0000647,21PAT00063,2022-04-22 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2022-04-22 00:00:00.000,0.646575,0.0,INDIAOFFICE1,2022-04-27 12:27:53.310,INDIAOFFICE1,2022-04-27 12:27:53.310
1721,20220428000002390,Q0000638,21NJT00209,2022-04-28 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-28 00:00:00.000,0.578082,3086.64,INDIAOFFICE1,2022-04-28 10:40:53.570,INDIAOFFICE1,2022-04-28 10:40:53.570
1722,20220428000002394,Q0000668,21CAN00216,2022-04-27 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicles,2022-04-27 00:00:00.000,0.684932,-19099.95,INDIAOFFICE1,2022-04-28 10:53:42.940,INDIAOFFICE1,2022-04-28 10:53:42.940
1723,20220428000002401,Q0000528,21NJT00185,2022-04-26 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-04-26 00:00:00.000,0.347945,1565.76,INDIAOFFICE1,2022-04-28 11:12:44.330,INDIAOFFICE1,2022-04-28 11:12:44.330
1724,20220428000002405,Q0000408,21NJN00092,2022-04-28 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2022-04-28 00:00:00.000,0.120548,-554.53,INDIAOFFICE1,2022-04-28 11:53:46.007,INDIAOFFICE1,2022-04-28 11:53:46.007
1725,20220428000002411,Q0000660,21CAN00211,2022-04-27 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-27 00:00:00.000,0.586301,0.0,INDIAOFFICE1,2022-04-28 14:37:47.747,INDIAOFFICE1,2022-04-28 14:37:47.747
1726,20220429000002415,Q0000574,21NJT00197,2022-04-27 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-04-27 00:00:00.000,0.457534,0.0,INDIAOFFICE1,2022-04-29 10:38:01.260,INDIAOFFICE1,2022-04-29 10:38:01.260
1727,20220429000002421,Q0000534,21NJT00187,2022-04-28 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-04-28 00:00:00.000,0.347945,-0.01,INDIAOFFICE1,2022-04-29 10:51:01.110,INDIAOFFICE1,2022-04-29 10:51:01.110
1728,20220502000002435,Q0000528,21NJT00185,2022-05-02 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-05-02 00:00:00.000,0.331507,1491.78,INDIAOFFICE1,2022-05-02 11:41:56.500,INDIAOFFICE1,2022-05-02 11:41:56.500
1729,20220503000002446,Q0000693,22NJN00221,2022-05-02 00:00:00,END,MULTIPLE ENDORSEMENT,Add Vehicle,2022-05-02 00:00:00.000,0.742466,6555.75,INDIAOFFICE1,2022-05-03 10:32:30.187,INDIAOFFICE1,2022-05-03 10:32:30.187
1730,20220503000002451,Q0000693,22NJN00221,2022-05-02 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Drivers,2022-05-02 00:00:00.000,0.742466,0.0,INDIAOFFICE1,2022-05-03 11:49:47.170,INDIAOFFICE1,2022-05-03 11:49:47.170
1731,20220503000002456,Q0000693,22NJN00221,2022-05-02 00:00:00,END,MULTIPLE ENDORSEMENT,Add Drivers,2022-05-02 00:00:00.000,0.742466,0.0,INDIAOFFICE1,2022-05-03 12:39:36.210,INDIAOFFICE1,2022-05-03 12:39:36.210
1732,20220504000002468,Q0000528,21NJT00185,2022-05-03 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-05-03 00:00:00.000,0.328767,0.0,INDIAOFFICE1,2022-05-04 12:02:42.073,INDIAOFFICE1,2022-05-04 12:02:42.073
1733,20220504000002473,Q0000461,21PAT00170,2022-05-02 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-05-02 00:00:00.000,0.194521,0.0,INDIAOFFICE1,2022-05-04 12:24:09.420,INDIAOFFICE1,2022-05-04 12:24:09.420
1734,20220504000002480,Q0000639,21NJN00210,2022-05-04 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-05-04 00:00:00.000,0.572603,0.0,INDIAOFFICE1,2022-05-04 12:33:29.680,INDIAOFFICE1,2022-05-04 12:33:29.680
1735,20220504000002498,Q0000762,22NJN00237,2022-05-07 00:00:00,NBS,NBS,New Business,2022-05-04 00:00:00.000,1.0,25152.45,KFORTE,2022-05-04 16:31:36.627,KFORTE,2022-05-04 16:31:36.627
1736,20220504000002505,Q0000668,21CAN00216,2022-05-04 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicles,2022-05-04 00:00:00.000,0.665753,-37130.34,INDIAOFFICE1,2022-05-04 16:37:18.883,INDIAOFFICE1,2022-05-04 16:37:18.883
1737,20220505000002535,Q0000461,21PAT00170,2022-05-04 00:00:00,END,MULTIPLE ENDORSEMENT,Add Driver,2022-05-04 00:00:00.000,0.189041,0.0,INDIAOFFICE1,2022-05-05 12:12:10.323,INDIAOFFICE1,2022-05-05 12:12:10.323
1738,20220505000002581,Q0000645,21CAN00115,2022-04-21 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Vehicle,2022-04-21 00:00:00.000,0.621918,-4384.51,RSHUKLA,2022-05-05 17:15:06.503,RSHUKLA,2022-05-05 17:15:06.503
1739,20220506000002588,Q0000534,21NJT00187,2022-05-05 00:00:00,END,MULTIPLE ENDORSEMENT,Replace Vehicle,2022-05-05 00:00:00.000,0.328767,-0.01,INDIAOFFICE1,2022-05-06 10:34:02.210,INDIAOFFICE1,2022-05-06 10:34:02.210
1740,20220506000002596,Q0000763,22NJN00238,2022-04-29 00:00:00,NBS,NBS,New Business,2022-05-06 00:00:00.000,1.0,26223.2,KFORTE,2022-05-06 10:50:29.760,KFORTE,2022-05-06 10:50:29.760
1741,20220506000002616,Q0000764,22NJN00239,2022-05-04 00:00:00,NBS,NBS,New Business,2022-05-06 00:00:00.000,1.0,46932.36,KFORTE,2022-05-06 10:51:37.307,KFORTE,2022-05-06 10:51:37.307
1742,20220506000002626,Q0000755,22NJN00234,2022-05-05 00:00:00,END,MULTIPLE ENDORSEMENT,Delete Drivers,2022-05-05 00:00:00.000,0.923288,0.0,INDIAOFFICE1,2022-05-06 11:01:19.380,INDIAOFFICE1,2022-05-06 11:01:19.380
1743,20220506000002635,Q0000759,22NJT000145 ,2022-04-30 00:00:00,NBS,NBS,New Business,2022-05-06 00:00:00.000,1.0,18794.1,RSHUKLA,2022-05-06 12:42:47.460,RSHUKLA,2022-05-06 12:42:47.460
